,0,1,2,3,4,5,6,7
0,801223,459351,711233,335575,27144,910947,636667,390519
1,5851,161079,114629,664366,363234,398622,230358,333255
2,110190,524158,951297,106376,464504,43739,427069,23523
3,895468,147882,859894,21064,852045,948589,603954,278936
4,112934,40394,993746,429605,166311,886691,52034,859391
5,347308,371928,812879,1177,818541,490587,466602,328435
6,512804,246694,190651,811480,935341,765756,154,198451
7,869175,391920,200520,3874,781449,250490,770069,728174
8,970910,390146,24710,674143,27200,414055,676748,472755
9,883329,278819,217841,601186,746186,254450,806860,40201
10,41131,253174,416393,830991,949099,290582,498613,761729
11,100376,23551,262599,926647,142557,636276,349479,791942
12,668152,157104,301244,10011,535985,825844,178824,460346
13,399969,914222,825710,954029,864419,739003,998856,711963
14,539922,779002,538971,209458,846924,98243,470649,410270
15,95746,636768,504417,390925,99045,14455,687714,353385
16,916699,402840,512037,963531,720130,622937,386063,485516
17,62185,367268,733268,506080,151135,398153,750788,519274
18,385903,828719,957873,144035,337378,927317,411294,940845
19,847220,160258,535362,819050,891672,272236,821023,704349
20,349216,59315,181174,694513,941194,274757,355374,865512
21,343908,730065,655947,901060,474073,110913,591122,671605
22,550208,463297,872880,129848,171888,284005,499620,22957
23,728231,966002,894421,956638,313439,276863,399675,326919
24,997408,47852,49994,400808,759163,460436,823969,360043
25,736566,847378,592305,720738,584595,585655,940356,916501
26,629169,282496,974303,484139,559729,435109,946095,162409
27,371314,127730,141263,341966,754428,219766,834929,994682
28,708379,298752,299630,829348,203209,624202,313188,584551
29,603573,370644,902865,323350,780922,656035,302053,640516
30,72314,672179,914154,923805,74415,313612,233538,957256
31,461525,195659,360070,501835,631643,522171,402454,134935
32,387929,474912,764726,221209,742435,914132,989175,275348
33,787465,503261,354044,437718,41971,574671,567988,44550
34,392843,510183,573112,478036,865850,661926,423423,157605
35,777301,666900,575888,482859,799074,928997,949085,778031
36,995727,42667,177899,318739,469099,6601,768926,382696
37,871489,980889,548924,287064,256596,971056,474783,221300
38,89904,778935,558135,175782,758071,240876,195360,9365
39,160065,43221,929634,668805,819089,270006,197780,674901
40,990352,106781,907495,972281,513362,625897,398827,662360
41,720946,212226,292124,74195,671583,470073,659315,324338
42,762225,113851,224351,621099,803475,51917,218701,495613
43,699368,390633,111059,235497,749339,153114,410589,578775
44,246074,107656,716569,326066,223330,221107,135607,296053
45,84284,170670,773970,227402,547646,711580,371567,250252
46,813856,225090,550341,458785,166533,855026,558593,223847
47,55690,809383,889681,54816,722974,293667,283816,509624
48,79590,25329,283031,81995,774149,332313,474897,38496
49,796490,704261,18245,950699,32895,691746,514381,779713
50,453780,956154,353868,563228,100100,977513,333409,868540
51,835189,261285,411446,871777,199360,791121,576095,463474
52,878860,353651,892680,586860,722310,613785,303676,174681
53,589748,834256,711960,641278,990717,798217,963595,911803
54,451622,787006,363910,388640,538548,324489,653590,452757
55,192425,419303,722068,737940,595063,603320,43229,759854
56,904464,666108,32392,30751,281187,180564,668086,262789
57,743232,273686,115149,684264,833862,576679,618209,670505
58,997278,524353,80861,706376,58239,560768,498336,360616
59,855471,948840,262832,870803,532532,6394,637804,147357
60,368253,873359,328355,847728,199283,657586,27748,520088
61,503575,737183,660377,75629,645732,436301,297455,942471
62,223478,884007,66392,483974,566168,834802,941873,554427
63,38900,985409,328106,799652,301922,38797,613550,110966
64,260884,225722,607647,610721,113462,946452,239182,6618
65,670219,300641,443191,32519,711835,134739,887301,805351
66,718306,921614,551285,827110,85697,315967,683768,19548
67,432248,256413,273540,982297,53869,502453,66442,677077
68,752719,157402,415243,738283,366045,50534,205913,294872
69,718085,426854,64838,624276,487512,530424,712134,897595
70,423645,622276,535625,255239,859444,814523,460434,944707
71,140592,694535,451281,717394,796894,675907,917230,981144
72,91102,857518,447528,683274,870116,948126,343442,567177
73,392583,787846,371834,344089,58297,571623,497934,377494
74,767819,239190,277287,886123,46265,408352,250528,469538
75,64463,410605,528003,96150,592993,549774,657265,523102
76,883054,784221,955281,623605,770263,357681,527299,26001
77,173964,459458,742895,294019,156313,412073,542208,442122
78,841995,821351,660845,737631,151059,999263,518467,636815
79,15448,194247,234101,808442,875644,49049,878384,430726
80,965678,380143,161589,898386,257665,534590,663905,42111
81,717941,527620,426878,380315,449587,239442,593409,79220
82,940998,450022,973850,369124,809201,679560,426271,929671
83,94522,434731,429261,340958,462058,936491,926192,414958
84,985491,514737,552698,779100,895853,735243,811800,286309
85,851029,868368,14421,624045,687772,418359,787557,516350
86,287241,906416,968859,339620,179310,891402,325459,246393
87,423395,361588,288244,137603,637060,703676,109266,232630
88,377790,724451,979943,17343,318452,363118,231499,500694
89,138161,384979,580696,221311,885197,852405,520666,576169
90,870601,387607,439897,159429,58548,756568,919474,556039
91,997482,744493,184877,726441,528716,503374,9617,594367
92,101595,474630,993135,358267,757274,615002,956689,915380
93,988423,960057,454037,253206,331130,368867,181148,223896
94,31855,834682,805990,32638,545262,158647,159008,116350
95,952126,616577,937384,811591,120140,456336,112399,73814
96,982983,399415,409792,8024,667006,510051,262174,185946
97,840909,651363,798567,986873,530050,291184,74472,97867
98,681974,297006,341890,136213,64978,142069,994894,14980
99,213850,223301,860521,995461,736487,81211,407559,504325
100,126057,667175,382940,614148,962578,340417,100083,446136
101,246773,500895,212376,668661,323967,732943,416187,945741
102,410248,725219,252667,14433,329839,183372,650252,929487
103,983977,116416,778582,617282,259746,594255,536923,809588
104,835798,748714,879377,827286,476481,478058,94249,96243
105,778673,426705,141722,509285,626456,112413,490348,395241
106,290955,479239,267553,514861,27578,748987,407180,25217
107,116340,180118,754076,277985,602215,779981,368756,21756
108,566148,501148,635494,553818,57339,580971,817578,239349
109,493641,275931,259355,150325,181515,573925,479220,656674
110,895280,154325,845028,621290,121720,830813,176831,864616
111,578955,691168,852650,785978,536229,697947,733108,657311
112,964289,942901,461457,715886,239818,230895,751289,697942
113,427309,863941,784256,280555,876227,945990,60558,42339
114,988495,181291,489726,897723,723358,543867,143233,485416
115,699177,956116,689466,427076,102263,333098,800530,361804
116,398549,949224,388369,28800,991013,943418,228916,354718
117,735880,365682,787215,825276,589698,978003,228397,326471
118,865951,504596,19944,747816,903520,618115,290204,457406
119,849071,994177,359605,364445,122556,895728,327361,808241
120,262313,282692,201880,150479,857571,588164,623750,310815
121,722950,32654,25756,506584,553550,765401,457154,795802
122,927145,531896,671448,54535,884909,780594,313285,902848
123,278437,249592,87112,795875,313285,531745,636246,75382
124,840909,159332,644629,307071,208994,239115,321654,936345
125,862924,570793,388895,487370,817189,320630,61366,566543
126,54826,658903,846638,372102,122716,878693,886675,11712
127,460654,94714,676591,874612,349982,699890,339704,834044
128,218470,877462,806241,151450,485465,195766,69872,437965
129,48552,355666,414751,230165,568806,953766,366904,816876
130,35349,53248,118731,72619,72139,523964,546990,984172
131,737444,266779,598547,695557,61665,402427,170563,564392
132,198310,367517,516257,764462,25899,161894,191551,738574
133,677137,696322,807527,529180,376392,482959,709258,674696
134,7407,739542,77690,966368,588457,174537,915052,691893
135,506043,22384,199303,984392,350336,434421,183149,67827
136,692705,10416,207841,440953,465921,369746,152630,34849
137,128724,746099,306934,141410,617873,643069,802228,38354
138,535195,376784,48782,697373,597340,345185,466590,838034
139,520758,673769,415679,189613,839601,816739,262887,947770
140,923438,798708,680174,560705,658702,328267,778122,307690
141,42213,365162,647819,47615,18350,373847,380139,137982
142,185380,509084,175704,761729,970844,801274,26573,867556
143,646349,700007,754567,910590,717427,43897,205122,126615
144,965730,191395,482238,242712,69786,933113,388513,211297
145,814560,244522,69350,816371,127567,208958,625936,828479
146,467647,59310,239135,765315,720043,694579,619718,173060
147,87477,310347,825324,841998,380548,149252,812886,493303
148,559426,596893,692790,45435,116398,595492,997136,993656
