,0,1,2,3,4,5,6,7
0,338536,554069,182905,259802,891468,495625,977000,230613
1,416099,423273,533589,732557,287110,352188,906994,36339
2,594203,923062,526315,639656,489562,620463,960841,992494
3,136076,442222,234852,494960,991869,605322,949791,689736
4,39683,434263,25338,405349,284862,245022,428907,893604
5,600813,233622,357579,529099,586601,411830,825727,91271
6,464073,878919,50674,347494,611151,188529,548815,211990
7,538268,952947,489142,616220,863381,501889,277209,547673
8,463193,58966,545731,911684,153288,244395,330054,28140
9,686786,232832,322276,81404,238986,270022,633738,820535
10,281049,557056,57244,97502,532323,962257,804329,303500
11,25411,84851,590289,47883,605110,861480,805596,986242
12,913449,459503,839931,238957,301820,694823,41491,65456
13,189546,682309,460017,374860,60205,135119,340044,845314
14,945831,373794,451089,591865,324268,716128,809633,202151
15,941170,275779,961061,326579,14301,14132,412063,711446
16,247854,187984,391208,342961,576950,818377,32737,890410
17,69565,9624,856333,457363,532341,867598,709785,207665
18,52632,939909,250992,654164,815366,489482,998490,700586
19,518241,382161,479706,573764,4750,351641,509892,534509
20,195408,195731,341791,556967,115615,319560,446561,179423
21,426852,583000,738941,905038,753672,986749,397276,253146
22,474182,981375,240580,877800,626558,579887,360006,92424
23,421778,642625,459055,493581,239781,477614,11406,576309
24,50878,295368,368974,458210,925267,706146,482084,843595
25,44289,57058,354228,402801,296754,325676,533106,3514
26,483636,510372,734493,551690,782750,16514,169629,369080
27,721482,485623,805606,633568,127868,267870,429435,118359
28,563570,342460,197380,54303,867828,373002,56999,851795
29,50359,557276,245399,416561,814037,714159,305268,34889
30,137522,458630,833231,673981,696653,674191,37013,672157
31,495491,782155,788489,683311,176613,946134,351122,657584
32,246305,462835,966389,786531,103098,607245,172082,839308
33,343973,837583,82938,419218,458483,370832,531900,367017
34,576551,763067,478614,722366,609383,806970,334911,123905
35,752020,740756,375948,34042,735477,259446,970172,157725
36,566956,687542,787219,910131,664375,275701,985710,643624
37,345021,915402,132878,845442,729016,484200,763582,655075
38,59702,342983,798103,905372,218514,269760,97842,951767
39,378713,432905,932640,740012,213916,91349,765937,860234
40,57444,681162,622295,568672,522417,990301,686705,248738
41,161516,587614,567449,317122,317986,237477,574271,274399
42,554004,441934,846619,406701,177141,204859,889322,185051
43,434872,822871,818718,911304,923558,610376,499018,667133
44,999672,851707,838813,815213,657773,440511,515837,492991
45,288654,370123,185230,346817,957534,649443,606352,492849
46,211109,767388,412664,262600,128692,705052,659540,872155
47,330422,589556,645887,410284,595,58926,363330,392053
48,972079,357305,328974,700330,217575,790983,648719,692830
49,309811,986803,667810,968223,392752,37118,597334,105399
50,644132,858728,966840,935585,676769,961212,83101,178923
51,165797,993928,926409,234273,45550,231030,271214,608488
52,612701,689511,779625,664288,295733,280021,402219,450359
53,853537,771273,938772,319513,686295,453621,702946,854877
54,928996,672670,183275,6226,805784,20031,427469,247346
55,207764,563521,781084,623323,202483,656216,429336,400477
56,107976,538108,746539,449221,542011,595228,149383,366872
57,925116,707553,96716,763217,513920,139213,714354,48128
58,721785,813750,272674,125313,324987,286794,759449,852206
59,627986,815793,293323,160094,408455,512178,55918,580929
60,416656,336908,646019,120758,63629,13604,756209,539281
61,646798,836642,26264,783876,477594,466631,158735,614335
62,622544,873554,236804,793254,264589,426183,676878,770354
63,802260,436697,388740,293531,500407,41055,512970,540124
64,856638,629754,251782,200696,896790,612994,175599,158028
65,564181,856883,139533,9720,524674,253110,516580,226439
66,915025,435394,981089,204609,70980,194064,417179,453613
67,45033,729327,455520,226435,982806,195150,557828,272296
68,627549,374321,933774,98028,229269,531426,599893,163358
69,829077,829918,881156,611065,627181,579874,749515,224431
70,359971,298013,161313,618251,811716,896125,530528,563305
71,346516,862594,848426,752465,188234,689871,396583,921710
72,148456,567759,977633,500723,592997,37589,118840,32902
73,65132,626804,975696,366027,158530,197866,784595,961303
74,245119,10247,755289,917740,113689,255876,499398,158258
75,700669,315830,408169,79788,911275,246823,706935,901629
76,86274,529138,545407,218316,395539,628303,472855,134444
77,460632,348381,859826,385133,11305,527251,667827,543772
78,921777,933099,254463,177639,394653,85695,756186,189735
79,401574,596645,580061,240088,257097,507182,22411,203571
80,516715,791210,930102,681806,847747,668779,883987,900249
81,274250,941655,755063,539268,333719,582275,97487,168339
82,617934,816031,469310,742320,660789,786515,632507,178896
83,953168,127643,500806,733632,356053,30526,444746,810018
84,381593,633890,99650,375087,103561,943372,217538,547001
85,191764,664951,549115,937841,48721,182082,352749,193210
86,331159,560876,892112,913889,706126,985714,968091,473709
87,186293,688375,962576,906085,815979,177483,353881,252153
88,967527,443082,615446,480149,754307,939234,831514,253844
89,735929,351180,7986,988192,956313,312685,300501,230962
90,488838,661055,639087,402058,733286,259825,643846,566588
91,203663,55376,626473,193004,204937,355343,323618,207448
92,589907,364586,919477,507504,290770,101011,456550,41919
93,522475,334935,334035,866041,706255,58971,836161,49854
94,459892,902272,422179,231735,730249,845348,216270,808865
95,756196,417392,382481,387507,966233,374001,582149,810154
96,848618,392033,189037,616740,334577,365759,450028,727027
