,0,1,2,3,4,5,6,7
0,31441,119067,782052,983189,996364,314280,906458,512098
1,345477,950812,88750,474971,346205,259623,587236,999406
2,939109,793653,997198,67051,972601,516788,545298,19085
3,122012,281546,186885,385432,446838,426712,559395,868485
4,230299,942159,34510,836562,194387,31007,339387,464337
5,612691,613693,751140,179599,628217,652463,973841,748429
6,371022,926789,370690,473519,347162,510277,819292,460414
7,767917,710660,890290,316621,80638,314510,970951,392254
8,144657,129811,817313,984490,279289,348530,588198,491683
9,461009,471634,803281,168300,39420,342449,896019,960761
10,590024,656622,574573,72280,973348,135694,282596,403308
11,203297,58993,784299,661217,707674,825769,481072,577601
12,702562,136671,354488,432535,162266,444443,896428,655815
13,421189,681398,337258,926124,622951,820759,477538,826352
14,457288,491312,428273,66777,60167,267989,498121,256967
15,295980,437042,599475,248001,79911,661640,120224,991256
16,797312,686896,122596,741832,873323,224250,968243,776883
17,834104,386271,247281,285315,778815,685298,784157,904834
18,50900,570095,115430,508192,540579,327291,435105,381201
19,612897,629851,677797,902321,951543,291939,534006,190263
20,895105,398016,21377,789609,577996,395855,898755,910789
21,54455,82828,56083,850062,297950,771562,506895,336454
22,177883,219182,884602,389326,296971,768005,983057,47902
23,390076,692801,804542,823856,308808,812910,879036,388673
24,7729,497255,153271,742916,770309,646784,236974,227340
25,48788,221246,307832,566650,162456,972342,24892,431628
26,245061,598866,888574,360743,232859,176798,41123,717633
27,418547,342521,970683,110035,663272,33765,265436,510522
28,182905,376176,136354,466375,706036,519905,506919,186845
29,818014,831357,375476,79349,718693,398080,75822,651620
30,633480,452768,132567,100646,51102,244693,717822,408259
31,102292,348041,569600,361670,939454,842162,32445,105302
32,5647,43539,421679,160689,260694,81527,320935,407455
33,954269,653490,82607,397734,909166,779876,316070,4712
34,22564,762744,136857,546180,14401,408535,278554,257070
35,131273,975354,981317,377988,173128,216741,931834,691582
36,658143,617105,174755,390790,226997,418393,337304,656635
37,117016,104619,593801,559109,274449,648085,931153,263173
38,813659,176456,758691,698156,737825,813711,550770,717586
39,88244,255971,446821,98031,999682,517995,369834,345192
40,542608,910093,304559,387536,465114,496939,614732,86800
41,759556,8463,521083,89137,859069,398848,571349,208521
42,284677,197288,709220,183291,743929,608292,228199,203239
43,44517,180182,807392,782750,982645,127603,315118,152925
44,190843,526746,969038,720467,331922,696304,256127,606879
45,800327,908653,950573,313538,150766,73924,533212,55250
46,276374,238812,396516,680975,693135,982339,970887,409027
47,974201,457983,405900,474170,836572,261914,36632,745123
