,0,1,2,3,4,5,6,7
0,175546,560288,429563,640740,548821,549634,640087,681023
1,145532,915160,402802,652562,767465,648701,687909,754772
2,543967,172972,848280,248289,595878,543804,47388,553255
3,880964,876091,80264,208228,637039,78656,10165,230431
4,842089,917704,652180,80249,292280,212623,20491,407055
5,621054,844315,17419,894018,828268,384214,678907,508736
6,697150,6659,766106,381264,663560,374623,455228,159563
7,156718,816804,22145,151872,707389,33338,366538,913271
8,660104,115527,976840,450893,76198,596944,918506,74217
9,820519,705954,384915,8665,129630,399626,347115,200455
10,420529,926201,958452,184393,752789,646072,114775,269102
11,408462,543882,537098,525331,673243,683958,511675,657076
12,555548,210387,263274,54692,283637,368988,10330,818377
13,433071,38169,742728,453889,611299,577095,873924,570539
14,646460,45258,790674,792225,273825,315064,264817,246426
15,27746,263674,539203,246599,325665,235643,928126,250082
16,422609,444066,511891,224734,886325,7726,34092,778511
17,889613,627428,507285,319652,758883,21480,321400,781880
18,106602,502591,94478,284587,300406,964115,94255,562082
19,716458,528679,863533,732862,360443,486390,731380,226467
20,497662,604948,210907,310874,142379,129493,167698,715588
21,505076,266589,142452,88173,430597,67001,757068,62065
22,231308,76358,824061,686184,694625,370339,848303,58894
23,763150,836025,450631,371880,912984,744641,224242,541468
24,395984,956036,535138,561339,722072,900111,15729,765626
25,374404,615356,791124,118455,393743,762175,148261,217728
26,475864,901103,587035,200343,818391,204566,412104,740192
27,459449,154115,234606,243224,915307,976756,769936,797497
28,979649,955189,920917,409427,859558,269303,8369,432209
29,929976,458963,865031,170334,436338,292523,85139,336148
30,922079,604185,143312,340005,113240,552218,999286,567250
31,18511,989470,227790,526954,740570,118739,843636,719713
32,65572,861893,242396,991060,43717,901949,245637,415024
33,855960,156706,168534,188531,835655,361998,906950,641036
34,298166,785412,523561,893375,961019,591747,642684,222729
35,190082,314376,982161,321038,787870,862457,217287,169766
36,621856,194387,952002,469074,846550,959405,335537,237465
37,902972,805682,245346,795544,717562,906300,826035,68299
38,924469,438672,659053,78838,983516,818969,706848,449295
39,12687,171883,527778,601476,762044,31088,780009,620437
