,0,1,2,3,4,5,6,7
0,295154,292047,187560,320937,508285,893294,481020,790976
1,41686,963436,642090,866737,964331,162887,650198,883232
2,396879,939467,504738,893683,369252,421125,743320,321689
3,683220,259935,847632,108761,391038,450050,790808,245727
4,120378,569412,536675,269712,177034,858971,512144,604261
5,806271,935520,790903,434890,257859,269486,46041,13412
6,472406,745332,485340,380178,144700,679911,47683,116098
7,136627,400395,272099,348791,946999,81768,646860,732196
8,838184,675020,455737,150525,988287,124845,512227,566121
9,353414,864992,198835,426330,917603,593104,78008,230401
10,330077,768175,925626,425273,664924,855947,608897,96667
11,91118,384066,865457,517242,465730,863253,16430,759502
12,379919,954442,14366,958189,48468,673961,646415,680172
13,153814,52565,23422,314692,867851,976408,296049,799346
14,848021,855499,235359,167810,680051,467706,665484,22206
15,530966,913084,157952,810649,101650,942200,701768,167715
16,179058,845991,701519,240653,768055,720948,145397,988924
17,328771,816949,330122,829756,761231,446271,26183,108502
18,659821,319693,848811,250454,156360,70643,163561,225378
19,162852,595159,827714,701105,231829,630795,916630,710347
20,299200,577987,173652,945210,584615,578828,806854,688462
21,609486,682044,146656,330115,530674,584959,807279,132457
22,925141,104233,136339,316360,128017,542690,639041,815054
23,761883,932973,321955,297029,631415,524945,207246,800939
24,619830,567110,772765,847551,756243,182414,930985,349163
25,326495,380308,115655,593012,614568,497504,80628,818257
26,508512,92920,808058,821081,609275,937649,826084,569050
27,77671,720964,328012,478275,586166,150643,308307,452304
28,328105,812830,810848,68304,764251,223524,172036,887411
29,513493,390167,976103,860997,401145,921460,353077,577450
30,199696,738287,672032,630173,794798,678495,752736,417486
31,704534,990671,814658,478376,249726,390114,847027,481285
32,91740,946344,370822,582787,121560,782055,633076,568265
33,746373,655415,524375,46355,139418,187212,369644,130971
34,253933,711506,548009,808128,598079,39034,116199,981159
35,278215,963303,856194,253927,541544,727614,547880,966605
36,836233,360727,880479,336179,179868,175866,471610,447786
37,139443,544404,971659,10408,788365,267039,774789,52040
38,28925,922989,687748,623422,422775,255506,310584,384388
39,346698,639332,981449,530619,216845,951301,263983,697030
40,543829,950562,619031,52950,713901,267251,566318,106746
41,531155,781459,135476,414435,908843,440559,796527,977964
