,0,1,2,3,4,5,6,7
0,341860,273234,963688,826410,626629,950651,975717,45972
1,587215,927379,877898,408723,857883,332936,256703,598892
2,739746,414970,832417,237533,12763,768870,967808,584954
3,402951,556893,450615,720520,968718,644910,676159,154874
4,830716,919783,90193,545662,243364,497458,143281,21227
5,952323,593996,874261,714292,742331,125798,452726,981689
6,294564,18726,819431,990057,567203,730329,981913,483422
7,100622,726853,170552,46589,678470,451353,830771,893052
8,779345,635908,12924,884150,924185,202089,239391,980287
9,206113,739625,19123,577138,928163,939984,103412,93513
10,738076,678203,220069,595990,971166,432112,149593,21771
11,524538,858411,148760,211677,808757,71096,36024,835749
12,213458,270178,575730,49617,302474,610177,173101,199949
13,637988,826395,124003,368490,856141,564001,750227,733296
14,101287,188770,829156,736384,22267,166413,713819,188899
15,1716,192802,696631,860944,90919,140009,967721,626904
16,950597,678468,216506,889866,200429,265824,886218,226067
17,204990,223773,961211,291636,210293,738119,538254,868400
18,252956,445901,381251,1303,171649,615619,888273,128440
19,16222,697766,705628,195957,529371,782792,574490,851530
20,225792,895723,30507,646227,604137,304891,225306,28667
21,492804,650557,521935,637680,955399,534527,439279,321032
22,986946,972094,296911,101094,109100,183684,825781,720688
23,152463,737349,19999,536204,756071,538900,271006,519450
24,683675,337514,404001,341822,869721,803756,527143,333910
25,583750,774742,834321,564627,241139,580160,675243,621481
26,598629,560661,785775,53703,683682,885538,848250,515676
27,161271,667073,439015,93863,448866,29337,442614,294480
28,654906,123683,502875,941629,360654,311760,293483,972410
29,927442,995378,538607,728005,78539,852848,231311,824879
30,509656,921590,581662,812663,228151,746859,497764,344882
31,987921,977077,432988,274063,909478,876168,338096,853993
32,642207,259880,249922,565130,813730,797952,256779,173217
33,959151,215946,1588,323776,295711,796758,423462,483260
34,248951,682989,175237,11851,236881,274429,670417,37783
35,256676,852073,695499,898360,864083,730347,537512,615504
36,577439,694744,493845,265368,563461,628407,628937,34825
37,980825,472,226261,465478,129871,886399,458045,300791
38,300517,888065,720107,159249,441783,58222,77246,705643
39,831033,531648,69426,532086,940815,929657,53245,843589
40,561413,255523,941475,387172,194100,972515,839718,217076
41,114581,117171,152651,432872,333432,588797,456895,961071
42,53309,924782,105685,489844,907679,989313,531272,581797
43,57901,713536,703499,905655,579117,75674,597402,24063
44,156155,659762,320646,462394,478840,288518,631209,461797
45,625790,79598,762939,652902,461090,622,514772,503932
46,654415,707612,763835,809837,829130,673619,572674,333234
47,800542,796508,577544,539910,178020,834913,502152,102226
48,318998,951482,308142,647732,216376,432415,612235,354357
49,109933,905731,117032,65781,578761,372470,555087,645328
50,631048,26794,677543,98332,492279,9262,686687,565537
51,627606,502601,894882,449870,485644,566624,650539,864056
52,640206,397509,86074,525489,929292,104920,604138,659832
53,556665,795400,407950,217340,849722,439588,613374,384890
54,79783,44122,329297,912644,251616,273625,69583,308896
55,532179,727010,944300,753197,110687,305746,814988,201597
56,449205,665372,763494,737705,418340,43000,757106,5196
57,646237,584922,140800,925079,580987,806217,173314,757300
58,47653,475019,597642,53750,796817,910528,975684,531042
59,413259,424132,855225,841667,817981,598807,550845,52838
60,369022,420461,308088,546201,6848,178768,495065,960872
61,351541,720683,235020,47973,655658,13228,234562,830326
62,329191,370824,586772,509349,259815,795511,852387,698731
63,961799,523828,878858,698680,225982,682846,855112,910793
64,388456,892251,608385,854172,291457,92654,18857,722194
65,363619,79504,810958,442427,391952,211905,943210,513464
66,105420,964316,774306,316997,60859,195060,52616,913316
67,925536,332680,320758,46464,639498,244823,697003,703978
68,541924,114776,470111,628312,375108,678396,949918,578406
69,236718,535993,444736,95761,868354,291215,180165,345839
70,679991,26848,444004,890544,548453,732556,531942,331453
71,716316,876410,410840,495241,337575,768751,617624,898655
72,525439,765808,844514,519022,862932,852080,913752,269533
73,285543,689658,199649,171183,273742,589784,769463,829239
74,392286,576325,468846,331118,337120,247726,928484,658332
75,902405,916342,67566,71205,588378,878161,397571,709086
76,825536,129019,123227,170112,273466,677205,849388,723423
77,4798,674049,591762,683935,367592,728194,688875,577887
78,421896,341001,350062,130047,267094,506688,724822,724336
79,379791,640843,357506,37272,544780,490959,565159,789465
80,997842,225154,662036,437471,295629,799426,854130,635614
81,424404,148288,432654,714666,402086,616568,166652,614255
82,355074,789278,237243,824419,80538,593060,602566,144794
83,382767,194436,118957,72774,305034,528233,725763,604683
84,296460,304072,423937,34791,515738,912659,897162,910786
85,856896,172679,950565,415613,612382,991991,326278,905616
86,514340,192073,188484,986186,423027,882077,933466,559931
87,804910,865549,258618,804252,681551,690810,390148,974048
88,785536,966156,462817,160974,537933,224915,895738,94283
89,488791,719499,852319,750497,136985,367422,90598,501110
90,130965,132890,482826,923285,858891,514099,963302,227852
91,660664,87083,7699,122645,157056,377411,625197,796551
92,887964,334862,60284,787273,458464,592868,542640,327265
93,959576,463565,990166,455226,32778,534752,88207,80725
94,930877,808012,2118,610381,672275,750408,608447,554155
95,202409,202150,321297,961665,747586,891257,933511,924199
96,939753,892156,903877,581278,636897,823499,439873,102683
97,897034,511244,820190,636854,480118,60024,587361,82207
98,983387,510661,835833,41955,655213,44666,105153,204739
99,465347,491579,667282,425948,924093,566470,267460,18694
100,762867,534100,973723,926172,431806,911269,55268,355439
101,647111,948480,945423,392128,851360,972348,982064,744665
