,0,1,2,3,4,5,6,7
0,629663,510345,75057,870465,260932,479835,236076,112379
1,829641,169865,635684,637290,249723,383830,824954,149758
2,658652,772944,65542,725433,711656,706716,692750,251970
3,370412,616339,322638,50107,666382,577644,490978,923996
4,26784,293770,287868,110109,714419,867452,841674,512083
5,218797,862928,62901,327242,311113,162390,39680,16795
6,624487,690058,361584,113856,203976,811374,855404,810000
7,338994,922882,568740,756197,308056,107348,974517,382394
8,664178,751846,469835,254155,433030,252047,175075,255996
9,301069,591909,124012,771449,993949,286349,235141,801618
10,391413,146182,278855,964161,288884,666965,836401,428466
11,247490,988448,405292,754897,508350,730119,572542,76110
12,643466,253638,610409,776501,349238,964811,340350,914604
13,390412,984436,85716,766299,716060,918011,889523,645390
14,649287,519491,409796,365570,922480,851080,229649,284067
15,145028,139602,235837,182967,934467,503847,185256,202861
16,566251,531182,94913,412287,771229,241779,523029,310534
17,470564,975218,530100,115634,546941,518188,270831,979313
18,624020,49386,240878,57129,19684,123684,43604,698026
19,292811,791588,696016,622259,975033,503565,259850,216510
20,436237,628734,764368,333325,182656,579659,625553,616330
21,548936,3807,933075,207988,419962,315592,657894,563663
22,471065,943256,135674,145969,115497,107426,370071,896327
23,354136,32068,44396,422212,289349,523851,495231,461447
24,354727,486442,334722,221176,607269,645134,758104,598594
25,420359,134394,679898,486927,116242,606780,344365,918697
26,8853,510709,435604,299038,891489,403235,825432,243148
27,92499,6448,848440,329390,373021,112989,577500,312826
28,407441,732427,777301,974726,662666,422,749042,336882
29,331378,790271,956364,660943,144518,426469,329241,186707
30,110799,434223,437346,949399,2672,265957,325344,120150
31,696284,193543,577553,85515,30323,780299,875913,811163
32,595848,118747,202616,956076,979636,72661,141851,448487
33,876496,873484,205364,644618,884628,114710,359483,673115
34,81260,321812,285483,636092,682730,709171,27235,403105
35,754546,707049,853946,749266,962341,285951,264756,492643
36,461964,871174,227715,374926,616431,386786,835386,97211
37,617680,474761,190452,607639,683609,934064,860863,8129
38,678772,572310,359390,407581,800742,787553,409875,69177
39,66057,708986,402457,848485,575663,376401,471014,801516
40,350275,677556,8665,827167,888857,301843,556822,559705
41,285723,686293,763436,711732,849099,350993,252850,439481
42,242645,726128,221377,993569,463287,251125,30367,949208
43,219641,275268,234843,314566,407022,988906,65543,233624
44,287743,261805,466703,700112,783548,118214,609044,997423
45,615357,956006,69588,173090,700603,676073,579501,118317
46,416047,184831,384239,53736,556268,958374,306926,320841
47,442136,894351,238436,286440,614485,193858,26718,855757
48,708235,350714,892315,424642,284834,970445,94905,841841
49,66215,782580,511846,444337,131323,690392,818312,240477
50,389615,468440,775627,560405,2093,143287,416612,340327
51,835941,799821,365308,964751,546951,428863,123919,525977
52,705415,532315,239789,120279,94480,792486,64171,686214
53,244353,708638,785331,100084,534075,201790,510630,854788
54,448294,269196,9396,748221,138608,197130,932073,332893
55,641184,272587,221614,149156,508715,259643,161762,154330
56,812126,796374,920644,837316,316145,586509,630477,730561
57,730899,586704,339124,690508,176212,615692,595444,36739
58,785754,389800,372122,972410,835818,483181,878958,324235
59,647699,197729,253454,452930,218684,740367,726345,282573
60,85936,496391,588419,563976,125601,46278,217164,379752
61,970531,127609,410247,499961,519099,675921,56729,27857
62,675605,606095,941166,210840,900025,424368,543480,936322
63,670897,987951,521995,146732,973803,209399,646117,237513
64,467264,127908,644931,529480,454862,931828,205975,407539
65,301516,939382,236085,303817,429907,532915,564382,900133
66,834499,244350,331877,289432,971101,781705,555323,307798
67,28920,387778,599325,716325,88775,183140,686961,536473
68,934618,77338,353654,433492,651423,792091,383858,793862
69,649236,591981,141981,234408,66402,918183,335761,535815
70,763820,349808,776386,483384,131783,3365,8113,758815
71,669178,412553,736896,150045,679209,370697,919630,962287
72,171045,24962,461066,748146,855163,371367,299324,661174
73,760977,996651,969457,491272,38807,482202,125149,723578
74,905924,804837,553919,98895,974672,633079,903751,550581
75,960827,790834,659843,445952,576447,715515,254861,461315
76,277045,307654,793792,904369,862772,958382,764853,396771
77,73117,734612,676837,262279,781476,107992,589694,488294
78,141779,570591,319437,569089,59760,820475,196897,529609
79,213517,517276,933904,893762,580852,525166,374888,378668
80,232146,314129,405079,294893,734175,718742,386746,724844
81,596367,781896,286272,157309,63941,790210,109277,818614
82,704561,263955,702411,216476,610851,254229,81312,796800
83,237795,266558,743292,727884,698551,764945,556843,573614
84,50413,310618,292591,71846,219924,294856,849506,13891
85,917903,660260,305406,320462,562383,198437,659927,867971
86,170848,940169,760770,480414,140599,373098,47795,949906
87,561010,351092,843435,608494,754222,751938,629378,746499
88,221312,965516,584137,523686,589486,79973,144431,90459
89,822641,834436,47871,850035,172128,121354,513801,574474
90,816464,660601,417584,112620,245812,470972,165567,791175
91,592208,853163,995636,573123,602965,795570,581942,363238
92,226574,707229,96199,92382,54090,355878,961173,986404
93,48718,238738,42191,43406,159222,323919,231813,437574
94,902329,755335,20988,415794,983977,632409,240104,266850
95,991525,320055,273352,554394,392875,583022,569381,15499
96,118120,93716,954258,405696,567628,631367,380153,420986
97,757665,548890,500262,932163,91719,355981,578907,65920
98,563390,794291,392814,566455,166179,316058,375213,112967
99,767444,555045,594859,635195,337770,472387,115113,594732
100,995385,343833,593787,68040,996539,144826,524249,204150
101,147771,97617,430186,200118,142064,995281,976534,675401
102,97057,553371,661089,217479,390584,588229,568225,396176
103,135476,959329,915935,507254,55164,716958,668184,37911
104,750397,405709,546471,49632,155577,35991,221129,159552
105,299841,749634,951087,550697,682042,847015,433455,776273
106,948139,831220,633605,937196,244617,740623,784229,615348
107,656638,721038,563715,775548,750122,974723,647983,225678
108,470373,602720,508803,486079,553706,816249,43891,426008
109,886401,226432,872940,168365,760101,976553,926078,106568
110,353607,360882,923243,560695,285644,760658,199725,819137
111,920729,664215,274590,158220,314809,124472,603678,137074
112,877663,64772,623423,600230,79072,732995,488966,564262
113,224282,474201,886401,403064,383929,465434,878167,766394
114,285931,521679,510092,948454,43441,470742,517881,551429
115,517265,776555,402913,330377,297895,219998,661650,33489
116,529222,954654,432866,520237,838355,129549,200112,648870
117,618553,130061,954808,377939,306224,157305,422100,638525
118,580562,613789,867472,846828,587012,340290,167393,242639
119,206810,775524,20065,411820,472966,278072,19856,930580
120,839598,881050,534848,452523,71065,673802,889886,784446
121,363190,983172,102273,435418,971310,20273,157746,494924
122,217922,36751,498022,810128,750271,118303,758502,686948
123,490606,59545,810675,500224,935979,735025,390764,672665
124,771919,201978,800895,554705,236172,173983,311260,111688
125,254645,654859,936548,556201,218412,688587,49807,56504
126,367459,901295,426350,771311,533086,801005,577463,155057
127,862709,335956,827886,350120,397526,469898,782550,354570
128,154183,968535,560841,582366,600134,399543,934204,658017
129,429491,596717,679176,552654,977955,435536,535701,737717
130,688671,869656,870188,63332,405817,556175,910079,818352
131,241973,75112,274137,287962,168536,197213,665842,349011
132,777337,258758,478719,665965,624500,538485,112859,964289
133,149060,684923,917375,918345,374075,459140,694068,185858
134,797921,686219,344849,706699,755538,525175,922516,629004
135,767696,648910,225266,836441,971325,786515,734193,821012
136,61671,332739,624024,840717,405899,133094,874803,39343
137,199502,64093,412362,49467,877824,793465,818855,35908
138,587313,107664,148156,503178,110373,855417,288611,850879
139,391566,331177,706618,533823,690244,315370,859348,771400
140,807723,170465,993705,4087,296581,799170,289452,964666
141,92665,301769,121455,796113,748064,624152,753227,345898
142,376184,324297,390261,589410,292056,747002,466884,902218
143,413791,113275,657168,912346,193631,426929,513345,746002
144,565232,696702,419187,600942,129790,771804,640098,385687
145,969241,644972,360681,691942,201347,697445,90670,238229
146,543256,277904,336523,102501,402791,972476,938106,474497
147,356358,190224,775921,161556,915717,532704,244806,939135
148,913216,249021,876990,681175,662737,666701,307240,407153
149,240121,537405,723381,449280,872454,828363,400475,885376
150,65618,361041,802025,66762,465281,203465,525101,703922
151,917086,598871,602238,474844,320281,259214,123480,271654
152,548800,474108,4691,758697,463074,93721,422283,655956
153,748184,655270,627111,231813,829401,174139,138315,271248
154,678814,286856,25080,769965,233979,964338,896876,633217
155,956503,663514,683028,934229,318902,786704,222535,838177
156,230450,747707,292407,425348,904910,527899,543113,356022
157,916745,560287,820289,638624,361062,156884,377003,98970
158,870333,345143,383132,272737,100915,817823,328031,24058
159,891166,495362,703502,786335,451943,259864,294562,206159
160,597744,311688,242437,154029,855641,613198,506785,16094
161,190362,117335,602903,595741,663404,502664,1644,636703
162,868531,768067,429289,365117,659105,651743,244420,488104
163,547641,36072,616633,261968,636021,85116,228072,162131
164,884700,793275,839490,11172,795446,66893,312110,689750
165,836247,127208,604960,307131,979882,856256,395153,811586
166,664737,687797,787952,159285,678556,740896,472358,918004
167,726398,266840,513192,617489,42866,39639,774946,23199
168,518266,349196,775159,533442,755238,729525,2179,996112
169,205287,228672,98107,813183,707216,435534,871188,254494
170,916320,461180,525982,970183,34943,639904,226967,368693
171,591494,872860,358886,885498,964064,198167,784525,644037
172,256174,229282,17941,704594,263543,388442,728188,570371
173,814632,474797,585972,448923,564361,901833,75320,870279
174,623218,681667,53227,208894,8629,101306,587895,915887
