,0,1,2,3,4,5,6,7
0,719718,816913,329970,550905,549204,199766,76287,341542
1,87574,114953,351605,105048,227102,277909,836391,991319
2,720861,940765,559482,352317,748,129487,693045,629205
3,397656,694334,400823,814108,149632,600478,124660,925608
4,768247,499177,678692,688145,627034,127232,294131,933773
5,472990,230662,483329,75665,920293,228629,865898,435828
6,455820,263157,229788,773897,701307,372581,110505,728022
7,629690,528343,279954,69643,657851,7681,361489,253186
8,74528,838465,962142,220211,990011,188095,57026,92719
9,814274,874155,367435,289217,867670,158807,393390,140913
10,771958,617338,292086,819051,686133,702125,681709,516095
11,915940,591120,824318,715292,198993,874300,76030,35923
12,488020,476141,877340,2274,675186,890094,340094,748651
13,313425,991495,637680,843293,130205,902547,293018,398157
14,464831,497523,445914,167650,109275,880801,728355,720244
15,886693,94693,437635,371215,556807,251339,717023,553898
16,198116,936368,611961,410035,892657,602230,842115,218916
17,372500,89858,926312,939376,263978,70832,16715,723900
18,799828,351576,318760,728968,860829,710569,210490,980911
19,10427,317919,326354,282576,593403,219677,836534,344207
20,221583,549712,880493,23283,644236,621044,622361,10237
21,489037,414674,476054,734799,765144,206254,897683,377594
22,127445,374370,531256,583057,967054,401575,528625,89949
23,124676,26395,105951,473473,378583,301581,215785,891507
24,45291,453358,85872,165084,496602,400737,966927,664906
25,268520,984981,636022,782999,984712,5792,570243,173854
26,377631,870254,415449,298493,82935,367449,173494,407665
27,568817,474260,121873,4277,600011,769264,906776,451241
28,839698,336145,258294,711679,667939,861504,170313,799591
29,44593,135003,79790,588237,371877,646571,539148,53288
30,286456,200824,983122,39952,758846,665565,202362,17654
31,850341,315045,305998,198768,570303,953762,723738,642260
32,799080,469058,678862,173273,985734,383226,944340,390883
33,923389,431765,235140,526645,345374,676961,466873,734953
34,338776,611486,140655,997424,1054,747079,325668,653991
35,296181,527374,105541,84753,159979,301110,35697,645273
36,484536,574798,148022,914978,34753,264039,569496,620915
37,282397,685130,688169,878931,978593,444307,707113,130338
38,10260,585705,860182,65509,244528,332416,555430,607505
