,0,1,2,3,4,5,6,7
0,221796,763824,719007,623416,512167,217796,921704,918342
1,897724,263237,213899,177144,955195,410696,436217,503237
2,371427,249977,630844,572260,756314,144170,130788,356260
3,4330,3786,519961,519860,696166,99517,580604,153816
4,895997,174882,318106,21146,510406,879966,418388,852844
5,26314,893062,400292,421211,201160,977906,883393,676327
6,197335,417411,45392,895065,182349,911599,562253,840890
7,824061,183543,139753,493457,544752,555066,736449,752794
8,758164,558613,526531,197428,413608,572960,900944,317379
9,520186,658876,61907,210371,739842,345617,894510,598364
10,76351,382404,126975,451661,763548,725574,122915,162180
11,466598,891125,392525,59121,211047,801844,680868,923439
12,268392,936131,236337,664486,841347,179499,545302,601376
13,668464,88596,378860,240498,290320,584554,627525,991424
14,176870,964184,719279,968075,26378,86332,725849,986822
15,175390,836748,25984,724255,936889,484741,975774,848805
16,939160,46260,186261,22103,698622,36816,409316,754121
17,322088,62405,373314,801372,888289,662598,425054,974376
18,757170,315083,920226,58732,664423,311976,785760,249443
19,724060,779658,911124,811791,302245,994043,869031,747729
20,527334,258860,475622,925122,252308,371023,740755,77186
21,646064,849892,997999,456876,21154,309279,923888,812748
22,863643,971024,848255,529823,247955,91919,123819,557369
23,985496,611508,168827,848973,404069,335092,469033,405247
24,911767,285789,245766,440276,32391,397812,178193,421244
25,696550,124887,374975,8739,773598,65205,412489,250428
26,624241,566863,191152,994919,518827,93483,800149,60477
27,966373,420500,761731,881782,879582,517309,835772,516767
28,612498,591618,936542,149381,490523,120420,896776,704344
29,695356,517482,102698,51116,496696,501370,935322,661941
30,237125,589336,339357,677971,18894,785272,528219,482107
31,101023,524258,783041,630750,736387,917520,338402,358829
32,971804,190220,853943,927684,171073,82902,769153,684439
33,999945,844226,617719,81010,9767,987515,599434,345925
34,375784,975190,475789,530338,299358,297873,265208,733369
35,117724,125329,652154,90590,195624,415533,988820,292420
36,950528,631766,329477,472112,141389,202174,946432,907445
37,575928,708566,440759,275004,746657,346298,407010,669777
38,767195,880052,270825,310675,962452,859467,937371,494949
39,586810,580072,898710,890933,208669,584633,417999,774955
40,342621,629451,256828,237692,216356,481545,736630,978217
41,86044,448527,222648,267089,429513,337896,692687,500674
42,218319,17632,671387,351290,493275,790577,499969,823738
43,110025,251242,96327,293766,277836,471687,35669,268595
44,256404,856591,824455,663519,407157,662271,428995,615657
45,779678,937677,722107,666627,522673,790947,34621,161790
46,7479,904686,327391,425166,245360,947238,78044,273097
47,588500,564267,292280,464632,857647,209169,295244,427147
48,829380,485465,749528,901146,416889,67803,418656,944347
49,629885,543276,693032,990667,486992,851005,352076,813531
50,381254,133344,145505,288411,759336,723869,537017,814383
51,396025,93099,107129,700911,70366,330420,822402,953663
52,643338,694733,246391,658827,972251,586665,415226,548648
53,1714,437105,137564,590509,622264,124551,392553,762874
54,868582,457289,540341,182159,657290,846364,436718,546995
55,976739,137623,773087,288248,265731,5344,507040,110256
56,454812,240608,523371,532308,28352,746116,587248,785582
57,740662,481308,866913,197983,735784,528873,513615,454390
58,243467,970064,920513,832451,554335,948632,545907,501480
59,836458,178248,118886,215382,126456,114549,575565,986032
60,446736,124941,164573,620219,398732,259157,417928,389309
61,12691,503314,980417,884026,945263,843289,486850,141340
62,81619,115162,81418,911552,151896,381201,753859,464769
63,620757,670883,70027,226294,419960,584942,63019,252287
64,838325,460272,907917,238412,638696,7323,68115,993605
65,88337,423947,593670,153911,953535,259358,554051,621616
66,410465,761491,472861,178692,132091,639295,85203,969878
67,594403,100129,949208,927914,573714,389274,514995,223791
68,470521,948493,940964,23724,348004,593150,75458,591220
69,223641,454881,679096,433732,648222,573507,5661,306056
70,406335,572460,858963,611009,73841,615236,75213,778582
71,254061,516838,44864,173465,874240,584508,743857,752440
72,103268,742632,409890,370275,760892,59309,454948,445820
73,282945,134972,252556,351044,610684,151943,391844,341458
74,169212,624774,479510,75314,341643,316586,145741,741119
75,215557,676419,36471,859847,413907,494922,810519,257595
76,130668,984947,319629,654256,316455,847416,568309,521069
77,228493,731830,317805,423649,636712,801628,221822,663040
78,753984,473192,971654,884672,236233,696520,422755,740377
79,869089,975322,746476,401982,550856,669273,556221,117005
80,481883,159165,496995,490809,706065,464541,821359,836344
81,482121,923386,828260,412262,552131,274287,412370,959467
82,667016,399487,829556,318291,207969,64482,602990,280197
83,914704,824811,27278,645306,637265,545452,122942,554827
84,94073,37774,482876,698365,720288,620189,762922,81214
85,666221,29321,457080,855136,887667,17688,859163,926591
86,937882,495148,253422,776754,624464,879572,52405,479497
87,729425,30989,296945,258705,716230,472784,968869,315510
88,427333,975119,506208,112514,712031,971956,875623,565828
89,111978,504365,989086,766363,875262,889872,284613,699292
90,432340,279271,880008,40242,222315,508978,642693,884418
91,965840,399290,554269,385656,650392,980201,654260,182429
92,370187,704705,543439,950396,264001,171027,745776,196994
93,454570,394254,403443,568305,296539,95890,218948,245763
94,17918,78757,648803,938265,925493,422771,247072,988557
95,972401,792150,65748,616367,337619,84403,539118,967453
96,926525,442457,103428,480920,630111,208251,259431,290093
97,656421,30747,203713,262275,733057,22902,537291,710298
98,54575,54395,613497,929627,416743,794496,197705,300415
99,168095,365691,323089,768944,699556,634551,987108,881786
100,879322,822125,255891,627209,130083,284017,643208,12359
101,715553,317045,360449,558517,971052,807066,891299,790289
102,673280,544748,919765,65384,818101,773424,88917,407918
103,422867,708677,134947,598762,815187,830256,242554,757225
104,296647,358868,119467,461557,638543,651601,895400,486151
105,543792,563252,14400,220690,782846,195965,750293,345532
106,535805,85925,827407,54989,600869,256412,974984,352486
107,257523,904208,469613,218341,639752,260722,802635,654245
108,568890,922920,637267,349613,770557,761984,477977,379051
109,848699,544015,139753,14585,816101,501670,825857,487531
110,186734,624651,999329,317468,498303,73810,783433,835583
111,146281,6910,572572,906343,238944,405213,917160,605730
112,639095,544319,207595,255406,769476,809033,411726,904186
113,640285,822779,761266,525755,922124,574830,594892,275522
114,689427,967626,934331,766643,914620,967012,691486,522004
115,153338,839084,924095,511148,544619,507773,710991,130143
116,1142,893215,938345,387440,443827,895076,843414,133435
117,392914,93988,270242,777219,400503,63703,541589,58147
118,28059,613701,518206,611477,445530,647133,300965,225412
119,982875,267163,134287,46164,401516,33229,727491,197188
120,83339,300045,438238,767233,214005,225311,234915,295502
121,668071,101287,447278,619282,870245,289135,906619,243043
122,151241,857475,13595,470166,354745,4087,128162,695164
123,834177,586204,213836,109886,673183,739753,714937,947819
124,245642,863554,323815,152279,332438,278704,457898,601347
125,81752,661422,381300,339696,841834,218862,863847,600200
126,898384,822272,671077,816013,817433,98390,822060,927076
127,447185,401543,807609,845588,160711,89851,33428,838184
128,24138,885911,919328,302062,575060,703693,602574,263335
129,926741,723403,462139,529599,914957,728164,98081,53687
130,523271,11306,620251,51384,496678,712332,910477,750061
131,487105,216289,585728,947738,111290,311873,438516,204537
132,875763,933939,328124,894197,111958,828651,290362,331034
133,727655,76850,340438,234687,438398,729673,93047,541766
134,295989,289316,441371,480795,526573,429595,823052,312032
135,693920,209039,526754,419936,396006,384161,386893,739758
136,534527,845037,935347,938925,300739,749938,566802,271459
137,403093,585314,228813,491642,299635,238123,675432,204116
138,714909,455721,899433,256361,925465,926706,709062,626722
139,860517,857396,431670,811449,945998,545273,616489,791239
140,568572,586827,107762,692751,485806,596147,900282,713977
141,306114,269698,145472,783039,872874,544181,103653,964245
142,420628,680517,263958,236614,653790,285677,760680,654924
143,29762,561661,728415,334377,652270,80942,835225,898245
144,609496,778860,905077,161804,188401,532081,569584,363742
145,534017,998987,518114,373373,568193,914570,595103,719040
146,763530,342181,148429,734566,995097,781600,126538,648017
147,970519,47648,781926,977936,545018,224251,222031,20803
148,862490,239977,554692,732752,806420,884542,834353,598186
149,705895,967493,462080,234016,768328,358019,629264,859229
150,656264,152266,815631,874442,629841,412189,90175,587120
151,470967,607564,679969,245098,284343,515121,199455,168482
152,677869,761522,417649,695665,688099,409661,180527,912619
153,593305,201354,27374,269431,488570,955393,650404,519840
154,955557,151402,402778,345292,163952,83010,489006,555794
155,316393,930700,198561,880763,77499,288997,896410,657441
156,377108,426573,66456,217964,320208,740880,204526,824021
157,90539,387825,848379,449327,834891,475037,426711,806231
158,84380,832934,803122,956919,741010,66542,916691,679095
159,740396,344859,357473,638123,428609,710111,287940,692528
160,23130,431065,210748,850069,346264,915852,509750,920571
161,272301,338587,756760,306516,584829,138538,771751,328872
162,962979,570438,110487,488982,775117,832242,606971,559351
163,460463,751577,297243,628716,360411,559994,785093,957621
164,526712,274680,762434,216672,508674,770979,736969,226957
165,824465,19818,909931,310200,246023,158174,210320,262080
166,241170,176300,540913,929255,529527,310369,151587,170041
167,37581,512205,950006,655392,733811,974023,294323,98686
168,83939,840732,294751,884308,351403,7061,938446,306122
169,858384,220338,742146,75551,304033,782655,852698,169261
170,500896,927049,562348,1177,148725,120213,783927,958617
171,394146,872883,32790,686979,709595,679410,656331,57825
172,608714,432143,748313,183705,560631,356376,464353,552813
173,126067,298924,579989,675743,286940,890098,581808,285129
174,837520,805571,248686,642849,15359,299237,601378,621713
175,969234,55909,177716,975071,355184,877992,491838,192836
176,593016,657843,493045,251010,458684,556953,774679,958974
177,738420,621105,181329,404887,62291,574397,328275,576915
178,116656,917738,3170,317254,461125,952977,631134,754868
179,452492,852418,682782,166042,318113,356712,212070,96456
180,844572,353446,336211,41346,109154,455790,824247,907690
181,911023,266383,532508,904906,369148,825308,230011,154546
182,911336,679185,588879,298505,791994,950610,29094,820289
183,388328,823093,640172,89034,795390,235043,500355,784445
184,14481,130187,527900,512428,988174,288757,495123,892575
185,844523,101252,235147,3093,900471,414474,342,924648
186,234120,50747,841788,775163,775940,84187,896810,351597
187,306031,321594,977134,479670,495662,197986,520495,621683
188,257581,272781,277548,198442,953651,343766,826008,7547
189,722060,665732,125701,791364,642383,644548,74978,540048
190,291581,551224,850647,992816,204956,548947,444031,196325
191,192361,151558,836451,885961,101495,820338,667427,63172
192,284596,541586,143858,457271,312760,910803,404688,774896
193,369684,503563,396837,190897,975401,829450,234112,583371
194,294043,183079,601363,593459,55462,138154,452967,849475
195,551860,596775,59479,494299,481956,558957,826254,932664
196,836181,527649,202974,88596,764522,402297,815205,514589
197,25287,246920,612418,956021,645849,381340,485863,915464
198,942959,737096,926821,393749,637599,743094,748303,789365
199,192675,76602,981593,797066,281136,942902,312713,518424
200,67685,252152,834942,988391,329231,595024,247209,927244
201,827433,327715,360950,997057,116545,212485,185251,917660
202,178602,261933,891297,878388,511120,837947,122445,642259
203,360403,930545,624194,146798,906235,383839,550099,868622
204,134585,698893,520463,246272,293923,730478,586292,6940
205,641074,992370,819170,133807,410335,782520,219833,847907
206,89617,394003,967783,298285,229231,357968,350690,106267
207,814952,506517,635452,135411,143716,530875,926521,561852
208,202914,59787,804249,42133,753742,555531,468137,275592
209,423039,975042,150360,544953,483653,589204,162760,424132
210,519259,544755,596911,69364,421862,974070,51015,687199
211,947435,629994,67171,196026,535289,909482,808295,912480
212,555889,848938,684115,784153,849476,611913,76013,718086
213,52193,869949,212461,153053,350198,563445,964451,519447
214,563194,948262,667984,984875,652885,473087,762548,837886
215,523389,266919,678621,791440,747183,155469,340637,135949
216,26976,900334,917144,594975,865586,88115,411007,911467
217,822713,919827,873409,110187,270188,847566,901783,836912
218,910684,322595,795494,662019,915568,896649,709693,364809
219,131829,63568,105948,404299,210810,403789,189701,458256
220,512689,293031,572351,187333,896051,351736,832544,374254
221,21419,396060,394199,651553,453466,40784,800306,222595
222,523862,898219,576684,570356,377599,906361,30637,453487
223,828050,90876,387488,132661,157454,599881,223106,870160
224,75884,703202,13800,638080,18010,273663,535061,672459
225,220400,349820,124645,172372,685611,362450,747256,763120
226,362645,137434,2096,676,100852,995191,313164,858277
227,926676,805007,11902,862120,25367,926830,246020,39011
228,473013,313271,553658,220916,738675,552319,415509,746031
229,670242,494812,252305,553543,834856,285889,413443,413901
230,760369,267754,841578,586018,98089,468808,287896,12088
231,40786,162761,958265,54649,91258,280232,684260,197137
232,108640,310352,512819,888006,959380,986779,786317,578959
233,980298,963684,65061,423381,242292,298297,874894,595931
234,499367,199553,197533,274917,676755,518962,513505,836304
235,329841,896927,387949,51421,597819,303433,383205,709680
236,786872,186213,86711,976283,881658,121554,314104,795619
237,571939,849222,231340,348781,602080,794434,757211,984900
238,450132,292914,81076,329053,279161,960145,399219,183268
239,324074,733050,228358,373763,510053,222875,402212,355145
240,21740,922152,650384,611819,242740,212727,445449,558579
241,806750,465291,980843,612388,166362,178958,515678,734418
242,565628,815877,300376,677862,804201,430341,878536,798184
243,987128,784684,143453,783125,548090,961206,178815,797704
244,927239,746399,99504,541913,264593,835935,660431,455774
245,487949,543296,290297,456022,394026,180602,907876,591870
246,730476,426290,586650,737194,345713,307997,511579,21624
247,344195,666850,715223,374980,246423,765361,878185,880855
248,743911,451895,155905,917071,379787,704310,886843,452614
249,732455,616581,654714,774337,66652,347970,759263,290805
250,71163,227384,184719,269427,662338,803376,645681,287835
251,970579,427905,953119,244729,305161,347920,43095,891772
252,861160,187605,232554,377881,957360,155245,727187,527337
253,296555,590346,708535,197235,713563,80149,203185,736933
254,70613,343272,55292,891341,592934,796540,889401,780094
255,448159,922988,713953,104128,754145,487132,384479,779799
256,684706,728293,346519,188432,646359,605450,546564,868049
257,154856,474585,794055,811229,138484,433533,443188,362787
258,570493,579373,402579,97091,528502,143341,623711,787627
259,157409,406307,616501,552175,749854,919577,879042,714075
260,698919,442880,863072,199644,33966,246283,390016,493876
261,582059,61860,928852,232688,65042,860869,606209,24038
262,551573,32313,434782,857288,945990,409483,322438,182980
263,469077,690930,279395,554555,70921,772468,729483,905090
264,147587,547473,675951,969007,725214,846408,843452,136575
265,668745,813895,434893,436348,29960,9430,484931,175146
266,462598,905698,216976,393074,533810,789188,450705,908305
267,423855,311634,56907,854710,166895,159560,654083,624946
268,796330,449330,432182,845397,190774,947226,47104,113289
269,66814,814297,50609,845634,648424,628697,281981,9831
270,813314,550747,675410,513680,951379,880720,78535,697993
271,580417,855064,714678,977584,433086,385501,182073,11617
272,991392,542312,161441,320911,64002,173514,209483,562240
273,651286,140242,515132,874483,993766,286846,416385,387884
274,521334,206158,524773,306382,885354,644953,976206,337784
275,958455,147081,599618,756528,911698,753268,107625,797184
276,17179,724538,681188,535567,656962,345313,158083,540841
277,819922,763722,133156,761282,10079,153327,617117,563436
278,610267,797796,138047,536091,339237,940222,310376,338744
279,954842,57795,895482,867342,842790,932968,313030,901852
280,787377,797436,642353,137849,201265,126138,233133,561136
281,798405,113487,181687,762296,150987,609336,701961,505470
282,702883,621853,314684,904499,99271,633754,109124,715324
283,904887,610244,177993,555626,800046,929170,567486,614796
284,142672,773213,175182,477813,439696,242140,665088,931531
285,288561,498059,511234,154044,561446,76559,771605,169401
286,655670,706792,328978,933351,990191,54477,24024,399967
287,734948,796320,393583,924803,300802,218643,398082,300365
288,495888,970945,772661,799145,464008,225682,960108,904456
289,154239,370421,357352,571878,940111,617679,805445,757454
290,883930,264826,340782,538279,682348,577715,207930,197802
291,158114,447422,904386,689295,868824,480169,326289,917513
292,999221,996367,43001,788017,744803,566350,443119,824179
293,797023,213756,125184,759274,917106,97841,554801,610883
294,441274,726717,410526,777190,306806,678358,461202,943783
295,583248,409447,449675,470321,704978,937488,805972,551789
296,312565,524230,927830,806318,340045,863942,959150,518658
297,841928,846608,617239,400138,195443,641646,491783,982435
298,491813,222579,613795,464112,784264,333086,126384,887389
299,44460,64679,368251,261254,641090,285954,327427,2407
