,0,1,2,3,4,5,6,7
0,288563,114399,730985,581196,189025,437246,355331,855822
1,609503,454250,283314,521026,850713,96693,9366,501576
2,100236,290909,263968,1282,641863,552248,892038,304678
3,208478,912932,502886,87960,635670,367371,388423,391215
4,515679,862391,437548,183710,935176,550415,26987,146121
5,886417,406916,958180,961917,241212,945980,278327,351422
6,448101,231294,616873,343168,117629,112168,517879,379545
7,614320,573012,79624,467339,605162,99505,789595,649718
8,632056,186637,631212,966145,532854,810782,4958,409544
9,549642,498902,500565,884408,939110,103622,594049,943291
10,198201,421437,191101,117972,952908,566924,891957,863580
11,99411,167535,909384,622197,198903,817688,765149,570733
12,529145,700286,660700,95204,165866,279604,495316,55954
13,937837,149003,971551,203355,950227,883712,964210,440467
14,880215,847967,101549,86311,855149,727503,48962,286804
15,590053,239328,223694,585179,930580,217957,57587,485015
16,40974,273431,717960,946885,438321,879390,69106,675236
17,581709,564069,346907,136807,104322,88029,276531,789296
18,525926,208329,385957,346197,10731,114226,967648,910359
19,780036,96414,544943,652599,404455,900241,714708,54945
20,857472,62557,238606,544977,518949,492119,822531,988895
21,850370,79878,999666,262964,618936,528328,978964,183021
22,83207,901997,393785,911933,271484,917865,242053,407809
23,641298,614850,387620,754296,203912,675637,297280,979100
24,67063,476239,845195,17717,400506,994795,575792,409706
25,147772,635423,92293,507476,30327,350719,435104,752184
26,875584,992326,282331,766532,784256,391809,590643,382125
27,288336,197933,280038,420823,911116,294097,846715,761889
28,280002,844512,260276,59798,793849,883195,365410,24040
29,645149,407556,851139,209760,301750,36422,945503,588380
30,99691,400041,849875,592293,455110,482696,165451,775932
31,518037,894979,507015,854773,516626,192222,902141,381031
32,44171,17892,161068,131011,472764,947480,597387,145617
33,249146,451410,619333,360850,199800,741021,428581,433441
34,347224,816394,482747,558292,54923,824209,326271,294340
35,73484,706577,931467,455694,863728,560852,590832,901380
36,627045,988942,324336,622187,711034,336572,881677,982384
37,88857,146252,65642,831500,432961,160941,397100,246414
38,655039,255786,12486,166248,578182,462459,103732,74070
39,192438,113138,483710,779634,491376,611764,690516,820161
40,408576,872052,746552,264305,896034,51890,695764,759124
41,408478,92095,488302,412909,605439,610776,297241,647395
42,57471,820460,720143,981275,29024,48067,727152,252970
43,34,25933,315368,829510,140942,165494,217176,852033
44,336558,936161,159518,800358,208412,735068,782422,88684
45,413273,5813,941106,940081,558448,728809,546789,471917
46,670334,340377,731137,6357,717038,554186,333803,340591
47,27668,225154,765552,117070,10331,227986,220016,903295
48,161779,573938,233958,899895,990406,815239,391737,567877
49,234579,329965,337916,371680,594337,88736,870457,101789
50,791068,384607,475277,242293,528049,116153,617367,18460
51,976966,663416,50228,792689,576601,423246,352855,986834
52,883512,44437,433173,462034,40436,729873,656403,584729
53,223435,231508,898919,992900,857491,99788,798412,179131
54,706421,457447,286240,518750,656124,909041,14306,419257
55,191380,434187,879995,893159,616693,89100,783587,558540
56,898343,109496,874723,766771,434936,376298,648881,300411
57,102160,543747,156312,639265,694740,668564,944943,839342
58,103510,300900,553819,442325,102383,765503,562082,38980
59,244301,110551,638795,234071,280957,843474,677206,114113
60,632053,383349,419641,819034,41228,394410,931436,62078
61,888178,760920,994775,433059,659371,193253,79694,823189
62,378534,4251,380043,143290,744719,336964,898736,714944
63,159077,331479,550990,287507,25064,89216,450952,906725
64,160586,421733,234867,694223,121972,341104,444680,754531
65,571384,692782,928138,536783,923717,746080,492226,851780
66,792600,299284,617862,244706,983888,691394,751717,655539
67,88063,774777,283640,453582,138178,855173,652213,715987
68,306434,910477,10690,509344,453207,984795,146135,528239
69,372508,369808,880745,531613,810242,105067,23027,721797
70,518745,868125,883975,366369,266825,20271,989143,951320
71,980423,708334,72945,926634,634190,720259,557414,473593
72,584252,736443,757181,981567,717376,381672,121146,478601
73,274451,744319,606530,626311,640338,298249,480341,297708
74,450265,509030,286781,279203,467087,231394,810121,848050
75,75214,917208,487862,219124,14976,528506,306494,339930
76,72457,735959,479401,631446,12468,350644,630672,613380
77,91015,464090,835515,624973,686373,550488,416602,682101
78,683749,801421,522576,572327,655691,585305,527673,302937
79,584828,974041,144973,186030,11452,870803,113783,650173
80,862619,87970,80982,869632,73562,809380,308428,846080
81,305956,332596,624497,275763,869943,270248,202799,745101
82,880024,220223,679792,929931,101118,642888,14054,514390
83,326997,61585,372476,148001,977632,124188,247166,748480
84,831186,684895,914744,960301,140217,520984,211745,360342
85,80743,199239,247490,608620,919311,516873,297389,192898
86,777771,44849,42978,906544,433926,566572,204910,391334
87,545720,14516,149422,693533,340454,354393,561520,819719
88,476383,50146,772559,960409,305024,415092,26242,283378
89,717812,412300,111320,364008,496149,252304,426531,962659
90,993251,258847,180209,620583,837839,902092,132314,887705
91,725202,508837,991075,580702,636776,114931,935062,282083
92,285294,297999,346949,72269,348726,18425,670109,454434
93,936977,97891,494987,554488,357153,768200,76344,437755
94,795300,333074,569630,787121,560680,241854,805767,229787
95,446501,737918,803136,654811,213472,279455,246629,471596
96,605810,213992,419515,459943,52057,134008,633422,10159
97,987469,765335,490410,56665,524139,997533,986102,370125
98,540725,406366,317305,482817,64592,987543,919190,41381
99,780670,898831,420152,781348,422190,718355,841004,270108
100,382641,323838,336898,858363,370916,465601,362666,956957
101,498146,188058,625268,180075,642959,987988,67179,757297
102,490418,839591,557079,585733,91327,254772,368211,862048
103,823831,418749,700226,34585,486155,770250,602713,712523
104,539740,336507,152454,316886,383115,719938,895185,824980
105,476219,710211,445243,290912,3445,640961,170086,97823
106,481058,178737,870162,649847,121906,768080,690835,674499
107,993740,750650,462120,620260,297540,2818,994675,909292
108,652958,539560,870402,194986,712830,701998,328231,946069
109,234525,461900,826025,706508,474634,491505,411377,204813
110,812474,975724,302934,767892,553258,579560,347241,686733
111,95148,713754,550306,960403,197928,432893,990564,259126
112,529395,367891,936354,619578,646183,749065,510215,646619
113,183436,841105,229311,242935,161295,442835,879847,957177
114,797155,197729,652811,4113,53112,277063,458499,293387
115,446296,931479,128286,293142,599689,537813,828253,301617
116,614207,699621,935536,522858,803345,49760,178781,786789
117,617316,815898,766243,947725,643761,882412,905996,867075
118,860208,381722,433640,229749,333506,752362,53825,596677
119,502149,482589,58844,743488,353802,158224,391629,347208
120,368611,310329,724344,567370,682888,204300,802397,783939
121,540341,637881,679302,370385,750033,861084,979995,98245
122,823854,52542,790548,658853,600450,996570,523847,709979
123,451319,484313,383647,579296,407908,703439,229806,908640
124,5704,879498,512184,712846,576434,883119,62345,216549
125,403582,461422,839871,973644,581213,308547,828543,488227
126,109911,410041,877177,471775,774074,609083,904715,934769
127,550444,309731,140867,430516,674160,812626,283265,684936
128,359696,833358,488537,940888,399561,166394,601849,537534
129,15414,676264,299397,314129,814599,431749,943449,593128
130,697959,257056,681775,878946,199669,112852,756430,124174
131,396062,269736,941133,638035,217232,359957,998925,247257
132,225883,709441,41179,392967,330650,251948,275041,368547
133,719099,871629,975468,979738,424250,203828,644339,195517
134,916043,145649,832663,125363,28346,620472,690180,635006
135,337344,114324,388231,881599,76480,184400,842542,950859
136,757642,298296,593901,692629,235397,883394,914253,128692
137,126905,98472,965629,29235,540354,730292,193232,33136
138,569018,579889,569730,330636,730159,141781,561957,274368
139,59186,436537,656677,79493,885177,939056,228220,554168
140,196950,404425,296093,660744,561673,238514,428957,124729
141,990459,584590,895050,399547,599302,344636,269306,925477
142,55844,613323,987377,646708,17353,554166,248933,40687
143,597144,569056,739173,845546,664204,548851,778140,357878
144,742458,927289,627397,543373,327717,849592,977946,1572
145,867158,717455,802313,753947,395702,241902,457436,962899
146,968863,768673,101077,491314,338748,49780,811955,214526
147,408843,397904,483125,407277,403982,536736,86831,676429
148,193036,489960,818963,59478,172276,493720,50809,523885
149,219396,910077,319973,233031,631637,748106,369933,805083
150,887879,728633,864417,568584,79506,547277,234244,927214
