,0,1,2,3,4,5,6,7
0,115986,918925,52278,554826,588188,927924,802339,621026
1,245864,726817,1982,19793,61330,840404,502544,974660
2,667843,820906,288029,599619,413074,317347,209004,732358
3,184740,923208,868367,491934,337979,160057,879695,307791
4,548176,180244,872171,691787,711623,740378,274805,229897
5,566480,969706,82455,461174,580108,8125,291873,289523
6,778540,314830,526864,513132,616373,474473,529217,886986
7,364829,16927,241928,230157,850970,4755,316945,692076
8,249965,143897,88713,977857,229675,891719,395748,972745
9,380020,394762,660487,116776,308456,966396,206885,790521
10,582633,878821,223783,563285,863586,671474,847745,230332
11,945770,369994,885262,120831,141480,23017,183083,999367
12,845587,353783,879644,63828,633860,599472,422719,832474
13,364028,169318,609552,213639,890719,77362,387041,248315
14,550014,246160,318845,349150,577504,27989,327576,236235
15,394151,128729,276929,106211,804221,567062,151701,274993
16,543056,507741,78461,875164,68512,268084,88568,700109
17,684919,628227,529302,310302,903492,104226,448255,110042
18,987451,43596,500195,322449,820954,103484,187493,500749
19,464266,389628,683715,277640,837582,766323,221031,60618
20,390387,518020,872641,571275,359989,774311,429947,732340
21,593737,308272,284474,977255,560357,36320,638727,988453
22,894284,612282,847461,958327,772739,605395,970205,885653
23,259288,19628,459668,673631,54668,890499,96325,916813
24,48917,861144,734584,720941,31305,747434,325663,326789
25,341243,676462,828624,795609,923928,413571,309,508802
26,460174,663102,738410,24217,247663,29965,743077,629057
27,600054,454589,362731,746690,523625,537525,767661,117759
28,65323,82560,860974,830736,360077,534655,682286,603208
29,939639,738676,447762,989174,972739,925283,91780,111639
30,866407,75009,305571,741232,75591,972448,407727,743814
31,350141,44935,803455,956014,145544,516073,1557,327792
32,724359,333233,200775,508213,113051,468251,974664,30499
33,651914,443594,630446,403621,471509,464870,476037,230095
34,697222,553347,655121,282764,683718,233787,172452,17851
35,673076,755652,912813,156500,535739,571872,941293,836079
36,43894,400981,678410,292361,711749,405116,871563,992793
37,46044,813576,338352,509382,761431,993155,54045,441373
38,289274,640270,412529,123477,303449,427775,506787,58701
39,878915,701909,948462,827820,739660,521387,158429,442060
40,530088,776466,374566,453220,799856,844887,316038,431488
41,66768,71733,836099,606291,550223,745563,446800,707558
42,597340,898717,297542,897287,394823,983998,113256,902172
43,275651,108483,545070,123354,331109,218394,606638,823460
44,432635,206878,421396,550448,773334,224667,88844,548604
45,138231,346213,444665,162030,287341,226035,279516,507668
46,889383,134809,668348,186136,349271,920663,149477,873384
47,564217,358285,998897,691805,347095,540559,662480,823655
48,855924,693690,455275,100344,897294,560098,794748,817658
49,86294,373604,377298,369110,899148,374869,976458,963968
50,335673,717387,8464,756847,392060,425290,255455,660052
51,827706,379450,665472,830234,593414,499443,360717,105634
52,149160,479608,282963,583156,683568,494018,636221,256613
53,22130,403299,378351,617829,77977,748577,392216,4417
54,104004,286299,605225,39803,109690,836560,63132,74425
55,347555,193928,530220,114953,496565,872937,521487,160032
56,698383,418569,298180,775424,66225,292229,270970,729632
57,549000,271623,356198,223613,499427,151824,916760,797063
58,789806,630540,583853,961789,327282,978720,760656,751759
59,197545,512519,366190,466865,724057,20414,533587,450383
60,623725,593519,431035,813599,750743,308366,790701,813262
61,959131,538372,79663,469402,816137,744208,441408,261219
62,104403,947617,261389,664685,344609,348869,610654,949765
63,607320,784347,303123,620025,513386,339942,49192,552208
64,439813,310783,255550,581586,946367,367305,309301,682355
65,600915,993334,361670,761049,910344,245263,637793,586692
66,882700,239396,192215,745053,740365,324950,878833,451752
67,724592,228700,49116,597282,325486,460198,646679,832294
68,298120,212106,594963,255294,705058,38841,999257,168046
69,385143,921223,46078,667388,711978,809268,967627,836371
70,574424,492765,614753,607913,848503,878874,565331,434968
71,538506,197482,97877,873597,989979,839393,229883,361957
72,432550,271829,802895,837691,949659,482623,786508,468779
73,74102,885230,970059,808161,535572,764318,202496,974555
74,395827,556983,69484,652179,181443,162294,835323,645074
75,150532,358503,853745,910403,588095,735189,289046,731632
76,557899,985127,45659,453044,897825,926656,521999,313425
77,589666,198816,44763,464458,237432,587682,287258,227943
78,731234,325558,806865,615779,114011,98507,200383,238086
79,555466,812514,501577,329761,95948,853206,632888,662098
80,375876,601234,832551,607236,86498,96872,300302,83018
81,404684,868283,917644,324331,442234,961835,186992,396067
82,696306,631992,653952,204602,755337,241938,417226,799974
83,81710,267383,961318,700134,603194,375017,107353,940224
84,606273,835800,104611,527690,299964,768994,647434,55106
85,541128,285708,556718,652273,543281,134915,188798,90845
86,38918,509186,948355,692405,313473,17118,123269,695901
87,973300,82712,322991,23686,386644,871930,272779,331336
88,713370,323442,108251,856521,984748,961925,760483,414207
89,118990,331267,330864,907917,379227,868501,57119,259247
90,759119,47971,391178,316310,394793,951536,621284,29850
91,414886,708574,348139,215160,604265,778575,495588,979013
92,621310,685661,925073,408161,828723,157948,456909,484271
93,398262,517774,608420,844377,557938,22498,953553,209895
94,264943,760642,509506,475108,872930,788666,362817,521414
95,185117,281099,992647,462912,331209,332617,316969,663646
96,842483,506008,875841,169914,738658,116476,613541,575262
97,703894,353234,823174,653217,144979,697152,988724,718150
98,885621,275095,38750,500800,271315,527021,714864,118811
