,0,1,2,3,4,5,6,7
0,615483,310798,29978,969832,115284,677303,721480,980332
1,683101,512018,258860,921411,993247,176519,134423,441712
2,160319,605512,776524,450511,835585,64470,594263,151447
3,748717,35599,271192,936329,739498,928790,416260,441121
4,465937,976847,871207,350499,419954,203106,277038,990457
5,872118,860848,327125,227065,360752,985397,207624,587141
6,587105,535730,794668,118813,934618,233888,747104,284707
7,990414,814668,873356,791176,912150,871147,938845,625860
8,359573,885026,985954,356882,548930,654362,580361,711130
9,373003,223186,319498,328713,263561,521415,11061,530043
10,102314,68989,851208,446924,484387,332165,469455,944344
11,780802,627548,681896,211842,877378,574714,536586,373277
12,241841,917204,855689,79604,305453,901211,417266,67105
13,855344,831946,935854,687195,448370,93383,706548,695310
14,353755,779014,116311,844857,741583,797194,11427,159296
15,713128,53114,293847,599694,204554,984347,669699,527339
16,523945,195187,968806,45916,51278,590940,780340,717944
17,120370,624253,724381,53760,965471,944776,535143,131114
18,251001,938952,653222,220234,366445,514875,861263,314108
19,69737,677754,493764,868798,625951,883436,320690,468689
20,245019,865735,672617,974110,658185,651610,302662,34768
21,633748,647821,151608,918622,734336,477034,860043,942862
22,495879,495846,409072,444443,968839,827541,737401,927262
23,924259,920507,189298,857811,272221,636047,525507,52886
24,6608,805035,985883,456015,511493,704677,386860,886337
25,433122,968245,100844,228248,919853,987395,350954,440262
26,502285,388363,315387,32487,964731,931529,360528,874332
27,120336,421362,232887,100639,742613,34237,85410,537677
28,686358,508256,257462,196415,558932,264342,167519,683208
29,448992,99413,737399,456902,572569,931973,197389,43253
30,628956,318911,132593,265900,73446,896764,141408,127548
31,539335,895381,324481,687684,138154,583373,418815,743726
32,705551,100211,259864,939341,150015,787390,524086,547270
33,685647,428106,883515,179230,915275,348304,83951,25523
34,358875,94707,892427,159240,173294,386088,74037,548646
35,977563,713251,95986,823440,100844,459769,271440,216734
36,774756,125080,808475,712025,714694,112556,128803,116502
37,874680,533799,875661,319898,498014,749637,729110,910032
38,144074,251845,773069,331800,12022,598920,221907,505932
39,620564,381617,666171,212061,522373,838391,680338,26031
40,376570,770372,353212,143210,140820,686253,751142,820563
41,147286,983502,224029,57269,711683,331993,474788,191365
42,555641,774660,192102,470125,938531,786487,760349,873247
43,495293,187607,354155,728568,24553,948138,725595,876260
44,904447,104663,436830,690331,187329,898031,788071,893477
45,39047,876019,463470,837006,945043,147866,711368,497906
46,151671,725517,615864,285419,861051,654591,620102,530395
47,964825,972528,349643,755556,22972,93818,524606,697114
48,261942,58654,594712,974467,223106,517550,87387,157851
49,789098,772756,602975,670289,148988,846150,757579,39504
50,914237,73436,625903,935018,15733,76850,281265,235613
